contract_sk,contract_id,adviser_sk,client_sk,product_sk,signing_date_sk,contract_value,commission,premium_monthly,duration_months,status
4536,C-0004536,28,838,16,20230714,87951.35,2029.79,,24,Active
4537,C-0004537,23,471,20,20221031,774755.61,6212.23,2152.1,360,Active
4538,C-0004538,3,392,15,20200713,162249.43,2867.58,,24,Active
4539,C-0004539,1,700,7,20210914,131772.82,5236.47,439.24,300,Active
4540,C-0004540,13,209,7,20240731,85413.83,3463.03,711.78,120,Completed
4541,C-0004541,19,1108,4,20250923,214594.53,9036.15,894.14,240,Active
4542,C-0004542,43,455,14,20230704,35522.65,584.94,,12,Completed
4543,C-0004543,5,226,20,20220623,551115.49,5214.36,4592.63,120,Completed
4544,C-0004544,26,993,8,20210921,86688.33,3528.81,1444.81,60,Completed
4545,C-0004545,31,26,11,20230703,145790.9,2431.16,,60,Completed
4546,C-0004546,28,78,8,20260827,108780.04,4095.73,604.33,180,Active
4547,C-0004547,40,1309,6,20240327,122412.17,4526.19,510.05,240,Active
4548,C-0004548,31,1314,11,20200910,27981.83,622.72,,24,Completed
4549,C-0004549,5,124,8,20230915,53915.87,2549.55,449.3,120,Active
4550,C-0004550,36,1335,11,20200214,216879.08,4935.04,,120,Active
4551,C-0004551,44,979,20,20240701,718992.39,5936.85,2396.64,300,Active
4552,C-0004552,4,1093,14,20210701,133681.75,2586.37,,36,Active
4553,C-0004553,8,596,13,20200416,140173.97,3150.58,,24,Cancelled
4554,C-0004554,6,575,16,20250414,246438.37,4049.31,,60,Active
4555,C-0004555,2,107,7,20220523,94772.53,3946.74,789.77,120,Completed
4556,C-0004556,1,1296,13,20210329,45916.43,1027.09,,60,Active
4557,C-0004557,46,920,10,20240514,76403.46,3072.84,424.46,180,Active
4558,C-0004558,34,468,17,20230925,531231.37,4383.96,4426.93,120,Completed
4559,C-0004559,12,277,6,20240110,27138.04,1209.13,226.15,120,Active
4560,C-0004560,8,608,6,20240223,144790.28,5393.09,2413.17,60,Completed
4561,C-0004561,36,754,8,20220114,84846.79,4005.75,471.37,180,Active
4562,C-0004562,43,550,17,20230308,475903.56,5306.16,2643.91,180,Active
4563,C-0004563,12,553,16,20250410,203869.72,4617.49,,120,Active
4564,C-0004564,35,718,14,20220707,246773.52,5598.48,,24,Active
4565,C-0004565,39,500,12,20231011,162784.34,2969.37,,36,Active
4566,C-0004566,3,1264,1,20240125,352311.36,17614.17,1467.96,240,Active
4567,C-0004567,5,465,4,20250513,188644.27,8092.12,524.01,360,Cancelled
4568,C-0004568,8,768,17,20240918,101655.31,891.7,847.13,120,Active
4569,C-0004569,28,64,9,20200819,7666.04,251.29,42.59,180,Active
4570,C-0004570,12,15,7,20251211,148402.64,6930.04,824.46,180,Active
4571,C-0004571,41,425,6,20200716,122370.59,4666.17,339.92,360,Active
4572,C-0004572,15,240,9,20220826,23915.67,913.13,199.3,120,Active
4573,C-0004573,5,974,18,20200806,767404.64,6723.39,12790.08,60,Active
4574,C-0004574,17,95,20,20220505,655765.16,6020.19,2732.35,240,Active
4575,C-0004575,50,24,19,20200115,353385.0,3610.29,1177.95,300,Completed
4576,C-0004576,45,734,11,20210205,104441.21,2039.51,,24,Active
4577,C-0004577,31,489,8,20220713,57896.23,2194.57,241.23,240,Active
4578,C-0004578,12,1080,8,20250626,99563.22,3230.84,276.56,360,Active
4579,C-0004579,31,45,4,20210306,40642.54,1962.4,112.9,360,Active
4580,C-0004580,20,167,7,20240826,58118.2,2274.28,242.16,240,Active
4581,C-0004581,10,264,12,20241230,118763.03,2373.72,,24,Completed
4582,C-0004582,49,1388,20,20250519,750977.67,8552.25,3129.07,240,Active
4583,C-0004583,44,1441,4,20260515,140045.21,6903.08,466.82,300,Cancelled
4584,C-0004584,40,511,20,20200909,665049.49,5627.24,1847.36,360,Cancelled
4585,C-0004585,17,333,11,20250123,216710.77,3663.84,,12,Active
4586,C-0004586,21,853,10,20230130,106749.23,4271.25,593.05,180,Active
4587,C-0004587,50,541,7,20200824,69332.02,3242.62,288.88,240,Completed
4588,C-0004588,21,651,1,20240801,279309.41,13419.63,1551.72,180,Active
4589,C-0004589,1,251,16,20240718,185588.63,2976.71,,36,Completed
4590,C-0004590,2,793,16,20200923,102022.61,2372.11,,60,Active
4591,C-0004591,14,1091,2,20210720,63074.98,3370.86,262.81,240,Active
4592,C-0004592,11,61,17,20260724,542025.85,5745.42,2258.44,240,Cancelled
4593,C-0004593,17,26,16,20200319,147608.57,2784.08,,60,Active
4594,C-0004594,4,1454,11,20260406,74110.83,1262.78,,60,Active
4595,C-0004595,19,422,5,20211124,128511.06,4266.82,535.46,240,Active
4596,C-0004596,8,520,10,20260225,144257.12,6248.9,2404.29,60,Active
4597,C-0004597,19,1082,10,20210107,100537.34,4733.51,837.81,120,Active
4598,C-0004598,9,151,2,20250730,264803.9,15329.79,1471.13,180,Active
4599,C-0004599,43,713,17,20200907,283198.06,2327.68,943.99,300,Active
4600,C-0004600,31,801,20,20220325,204165.59,1861.24,567.13,360,Active
4601,C-0004601,15,202,16,20260818,73082.83,1319.65,,24,Completed
4602,C-0004602,3,663,9,20240709,89170.78,3302.13,371.54,240,Active
4603,C-0004603,7,459,4,20240628,282591.52,12508.6,784.98,360,Active
4604,C-0004604,48,25,14,20260818,186221.85,4156.11,,12,Active
4605,C-0004605,48,658,2,20230303,262810.29,13327.26,876.03,300,Active
4606,C-0004606,1,562,4,20200929,231822.69,12824.25,1931.86,120,Active
4607,C-0004607,16,488,9,20211115,97615.23,3886.58,406.73,240,Active
4608,C-0004608,35,71,20,20200827,428158.29,4165.16,1427.19,300,Active
4609,C-0004609,5,1364,12,20250829,40746.7,962.0,,24,Active
4610,C-0004610,14,971,11,20200217,14097.79,336.48,,120,Cancelled
4611,C-0004611,41,1427,4,20230218,216969.04,11375.16,723.23,300,Active
4612,C-0004612,47,726,20,20200324,350928.27,3600.05,1949.6,180,Active
4613,C-0004613,32,1495,19,20210127,207212.78,1713.58,1151.18,180,Active
4614,C-0004614,43,1301,2,20260331,170756.71,7532.04,569.19,300,Active
4615,C-0004615,25,552,14,20200331,235097.19,3939.95,,120,Active
4616,C-0004616,2,1046,13,20261104,46020.45,915.98,,120,Cancelled
4617,C-0004617,8,308,2,20260921,169626.03,9495.87,2827.1,60,Completed
4618,C-0004618,40,305,15,20250613,234264.67,4370.89,,24,Completed
4619,C-0004619,27,996,7,20230628,40005.43,1332.22,222.25,180,Active
4620,C-0004620,8,870,7,20210323,80269.97,3010.49,334.46,240,Active
4621,C-0004621,19,358,4,20230623,384029.91,17367.41,3200.25,120,Active
4622,C-0004622,15,1433,7,20230607,25876.23,958.68,107.82,240,Active
4623,C-0004623,1,1248,4,20211007,276968.94,12793.3,2308.07,120,Active
4624,C-0004624,26,1331,20,20230724,266921.91,2649.09,4448.7,60,Active
4625,C-0004625,23,1161,20,20201214,301241.89,2822.49,836.78,360,Cancelled
4626,C-0004626,41,746,11,20220706,58103.8,1334.02,,12,Completed
4627,C-0004627,43,459,18,20221007,444187.48,4633.4,1233.85,360,Active
4628,C-0004628,34,306,6,20210722,75841.7,2985.53,421.34,180,Active
4629,C-0004629,9,1194,4,20210114,180464.7,9676.57,3007.75,60,Active
4630,C-0004630,16,1343,4,20210615,58751.43,3393.65,979.19,60,Active
4631,C-0004631,12,533,16,20221101,83386.97,1582.99,,12,Active
4632,C-0004632,7,350,17,20210623,682599.86,7679.26,1896.11,360,Completed
4633,C-0004633,40,992,5,20250701,31297.18,1430.21,521.62,60,Active
4634,C-0004634,4,1474,11,20240111,221848.15,5076.07,,60,Active
4635,C-0004635,25,1151,4,20260223,114449.69,4605.31,381.5,300,Cancelled
4636,C-0004636,8,869,7,20250917,74560.12,2588.08,621.33,120,Active
4637,C-0004637,1,1265,6,20261221,25381.03,1075.95,84.6,300,Active
4638,C-0004638,5,920,15,20251125,18766.35,316.28,,24,Active
4639,C-0004639,39,7,20,20210519,481125.2,5363.08,4009.38,120,Active
4640,C-0004640,8,197,15,20210725,222198.48,4984.27,,120,Active
4641,C-0004641,11,628,2,20251124,275034.47,14163.52,1145.98,240,Active
4642,C-0004642,1,658,1,20260526,187056.07,9308.95,3117.6,60,Cancelled
4643,C-0004643,14,541,11,20231112,163202.93,3274.12,,24,Active
4644,C-0004644,12,1157,4,20240725,316040.77,12815.03,1053.47,300,Active
4645,C-0004645,19,1008,11,20230516,16373.81,383.87,,120,Cancelled
4646,C-0004646,25,449,6,20230403,144421.67,5812.56,401.17,360,Cancelled
4647,C-0004647,14,69,14,20230215,192995.84,3242.82,,24,Active
4648,C-0004648,46,1357,14,20241120,105191.0,2433.45,,12,Active
4649,C-0004649,50,883,8,20241118,18138.55,746.75,302.31,60,Cancelled
4650,C-0004650,43,502,19,20230607,332672.52,3650.83,5544.54,60,Active
4651,C-0004651,36,1276,7,20200716,42066.88,1384.55,175.28,240,Active
4652,C-0004652,2,849,7,20200907,75418.59,3174.85,628.49,120,Active
4653,C-0004653,26,1060,5,20201126,132472.26,6138.57,735.96,180,Active
4654,C-0004654,49,612,4,20201120,168638.43,9538.61,702.66,240,Active
4655,C-0004655,22,125,9,20250516,140093.26,5029.54,778.3,180,Cancelled
4656,C-0004656,50,449,5,20220909,88452.34,3687.97,491.4,180,Cancelled
4657,C-0004657,32,326,15,20260507,156819.38,2659.21,,12,Active
4658,C-0004658,43,47,2,20251205,256131.36,12687.14,711.48,360,Active
4659,C-0004659,41,1238,11,20250410,4771.17,113.69,,12,Completed
4660,C-0004660,19,660,14,20230118,135822.53,3043.22,,36,Cancelled
4661,C-0004661,6,1494,15,20230217,249726.65,5482.23,,120,Active
4662,C-0004662,45,741,6,20260430,9874.36,365.68,164.57,60,Cancelled
4663,C-0004663,35,575,12,20200124,230963.71,4925.96,,60,Completed
4664,C-0004664,22,1232,2,20250226,64476.44,3086.56,268.65,240,Active
4665,C-0004665,17,1286,2,20200720,371407.12,15034.83,3095.06,120,Completed
4666,C-0004666,45,981,12,20200218,184956.25,3756.6,,60,Active
4667,C-0004667,25,634,9,20230821,118597.06,4310.8,494.15,240,Active
4668,C-0004668,2,600,2,20241228,25149.56,1453.37,419.16,60,Active
4669,C-0004669,14,606,12,20250214,64475.99,1269.9,,120,Active
4670,C-0004670,20,1130,15,20240125,89049.7,1682.17,,12,Active
4671,C-0004671,31,124,10,20200730,62465.73,2133.38,260.27,240,Active
4672,C-0004672,6,183,2,20261201,284738.54,14820.29,790.94,360,Active
4673,C-0004673,48,1348,4,20220811,321195.52,15314.97,2676.63,120,Active
4674,C-0004674,21,493,4,20201005,159891.52,7450.63,2664.86,60,Cancelled
4675,C-0004675,36,526,15,20200630,217268.5,5092.22,,12,Active
4676,C-0004676,47,794,9,20260224,74748.94,3353.48,207.64,360,Completed
4677,C-0004677,11,1435,4,20210924,257820.51,13874.77,2148.5,120,Active
4678,C-0004678,27,205,13,20221123,119008.86,2058.53,,36,Active
4679,C-0004679,26,1319,10,20230714,45319.23,1880.72,251.77,180,Cancelled
4680,C-0004680,39,467,6,20210419,41437.81,1530.42,115.11,360,Completed
4681,C-0004681,32,1296,3,20201120,349388.27,19958.29,2911.57,120,Cancelled
4682,C-0004682,50,322,9,20250620,116276.45,5457.62,387.59,300,Active
4683,C-0004683,21,1086,11,20260514,244824.99,4098.01,,36,Active
4684,C-0004684,21,788,10,20220518,7902.2,253.5,21.95,360,Completed
4685,C-0004685,10,1320,18,20250329,278548.05,2679.83,928.49,300,Active
4686,C-0004686,16,980,17,20221012,446032.02,3600.88,1858.47,240,Active
4687,C-0004687,35,422,16,20230303,105679.39,1906.15,,120,Active
4688,C-0004688,41,205,8,20251226,44756.97,1538.22,745.95,60,Active
4689,C-0004689,21,905,14,20230118,33445.57,679.14,,60,Active
4690,C-0004690,49,1251,14,20200728,174161.59,3344.29,,12,Active
4691,C-0004691,9,702,7,20240115,134648.55,4661.39,748.05,180,Active
4692,C-0004692,36,32,7,20230919,21417.47,834.5,71.39,300,Active
4693,C-0004693,46,894,15,20250219,81002.6,1371.71,,36,Active
4694,C-0004694,36,96,19,20240819,556482.98,6286.57,2318.68,240,Completed
4695,C-0004695,19,70,15,20220628,120412.15,2390.25,,12,Active
4696,C-0004696,2,1428,15,20200806,236270.75,3885.06,,36,Active
4697,C-0004697,44,1418,10,20240513,42126.88,1538.25,117.02,360,Active
4698,C-0004698,45,444,15,20230608,203436.13,3470.11,,60,Cancelled
4699,C-0004699,23,690,9,20241219,140399.94,5727.36,780.0,180,Active
4700,C-0004700,14,496,13,20251017,235673.84,5542.16,,60,Active
4701,C-0004701,2,1158,6,20260416,5467.49,254.1,30.37,180,Cancelled
4702,C-0004702,35,268,1,20230912,280613.81,12125.6,779.48,360,Active
4703,C-0004703,37,1140,5,20230627,73846.39,3038.67,205.13,360,Cancelled
4704,C-0004704,46,874,18,20250919,506748.08,4606.75,4222.9,120,Active
4705,C-0004705,2,1303,14,20210423,231431.02,5204.34,,120,Active
4706,C-0004706,20,403,10,20241105,43309.42,1505.42,144.36,300,Active
4707,C-0004707,31,727,16,20210727,151582.99,2908.09,,12,Active
4708,C-0004708,36,218,15,20221209,170829.27,3083.19,,36,Active
4709,C-0004709,31,1192,3,20220503,242839.21,11605.73,674.55,360,Completed
4710,C-0004710,25,74,16,20200910,201098.66,3769.57,,24,Active
4711,C-0004711,35,1280,12,20230727,107918.75,2138.03,,12,Active
4712,C-0004712,13,442,16,20250412,168132.89,2718.55,,12,Active
4713,C-0004713,21,475,19,20210330,112867.91,997.08,470.28,240,Cancelled
4714,C-0004714,44,577,19,20200907,702320.74,6111.85,3901.78,180,Active
4715,C-0004715,44,242,13,20201028,168839.66,3564.15,,120,Active
4716,C-0004716,3,507,19,20200623,692935.07,6709.08,3849.64,180,Active
4717,C-0004717,17,891,5,20260528,85228.19,4082.08,1420.47,60,Active
4718,C-0004718,13,473,4,20231211,391368.21,20770.1,6522.8,60,Cancelled
4719,C-0004719,31,1393,2,20230111,397255.86,20679.06,1655.23,240,Active
4720,C-0004720,13,1143,5,20240924,36442.2,1718.58,202.46,180,Active
4721,C-0004721,11,1086,12,20230705,220372.54,4717.62,,36,Active
4722,C-0004722,45,665,16,20200518,180437.55,3235.35,,120,Active
4723,C-0004723,48,163,6,20261221,131759.02,5217.44,1097.99,120,Active
4724,C-0004724,25,406,3,20210208,172391.83,8129.14,957.73,180,Active
4725,C-0004725,45,626,20,20240924,201982.91,2312.23,561.06,360,Active
4726,C-0004726,50,945,8,20250502,105191.19,3607.78,350.64,300,Active
4727,C-0004727,41,550,8,20260109,111401.26,5132.81,371.34,300,Active
4728,C-0004728,11,1038,6,20230531,128979.38,6123.99,537.41,240,Active
4729,C-0004729,20,37,18,20230207,368484.92,3856.68,6141.42,60,Active
4730,C-0004730,22,375,6,20251105,91537.2,4197.82,381.4,240,Active
4731,C-0004731,4,289,11,20200217,122547.08,2033.6,,120,Active
4732,C-0004732,41,142,3,20201210,287658.8,11552.1,4794.31,60,Completed
4733,C-0004733,4,369,9,20221215,41156.06,1770.35,171.48,240,Active
4734,C-0004734,22,62,4,20200721,130620.11,6258.42,725.67,180,Active
4735,C-0004735,8,1474,7,20220406,135882.74,5786.91,2264.71,60,Active
4736,C-0004736,15,978,13,20200527,111844.25,1991.05,,12,Active
4737,C-0004737,41,391,3,20200824,395098.37,21280.43,2194.99,180,Cancelled
4738,C-0004738,15,14,12,20210416,104883.51,1701.44,,60,Active
4739,C-0004739,35,1298,15,20240812,54851.28,971.12,,120,Active
4740,C-0004740,41,352,1,20221123,57128.52,3291.9,317.38,180,Active
4741,C-0004741,48,535,18,20200210,531606.38,4588.96,4430.05,120,Active
4742,C-0004742,49,1216,3,20221226,99312.11,4729.78,551.73,180,Active
4743,C-0004743,19,512,6,20220523,137754.72,5098.23,2295.91,60,Active
4744,C-0004744,50,64,9,20261216,125157.28,4172.16,417.19,300,Active
4745,C-0004745,16,144,10,20241214,54149.46,1804.61,300.83,180,Active
4746,C-0004746,4,310,11,20230517,153589.27,3577.17,,60,Active
4747,C-0004747,36,993,7,20240401,120831.45,5225.3,671.29,180,Active
4748,C-0004748,27,307,11,20220321,65653.79,1314.35,,36,Active
4749,C-0004749,4,793,9,20240220,29525.44,1091.08,164.03,180,Active
4750,C-0004750,36,692,17,20251219,390521.79,3295.42,1084.78,360,Completed
4751,C-0004751,8,615,17,20231207,211552.13,2350.07,3525.87,60,Completed
4752,C-0004752,2,155,4,20231221,165419.33,7837.88,551.4,300,Active
4753,C-0004753,11,823,11,20230612,89822.0,1789.33,,120,Active
4754,C-0004754,6,613,11,20260506,222121.19,4020.67,,36,Active
4755,C-0004755,28,1012,5,20250716,95499.02,4468.38,795.83,120,Active
4756,C-0004756,5,673,18,20250925,142409.56,1336.68,2373.49,60,Active
4757,C-0004757,30,1045,17,20211006,560548.28,6680.5,4671.24,120,Active
4758,C-0004758,30,1487,15,20231212,12664.09,217.11,,12,Active
4759,C-0004759,32,783,10,20240813,26730.8,1243.09,445.51,60,Active
4760,C-0004760,15,873,1,20220708,36754.69,1863.37,204.19,180,Active
4761,C-0004761,28,842,8,20250227,91415.42,3876.83,380.9,240,Active
4762,C-0004762,22,78,11,20200316,64390.69,1476.12,,12,Active
4763,C-0004763,25,228,1,20241220,50524.58,2861.42,210.52,240,Active
4764,C-0004764,40,513,1,20210402,22068.84,1080.83,91.95,240,Active
4765,C-0004765,45,877,12,20260612,91922.22,1791.97,,120,Active
4766,C-0004766,6,1238,2,20250130,184718.08,9191.96,513.11,360,Completed
4767,C-0004767,8,531,6,20210609,85218.89,3044.1,284.06,300,Cancelled
4768,C-0004768,32,362,19,20250320,656885.41,5546.07,5474.05,120,Active
4769,C-0004769,19,1410,18,20200519,255433.57,2475.48,1064.31,240,Active
4770,C-0004770,25,1215,19,20240201,171580.68,1844.13,2859.68,60,Active
4771,C-0004771,42,1093,10,20261203,104770.7,4405.48,436.54,240,Active
4772,C-0004772,28,265,3,20200604,87019.14,4828.18,483.44,180,Active
4773,C-0004773,3,305,4,20220704,302335.49,17291.76,1007.78,300,Completed
4774,C-0004774,11,1470,2,20200430,321008.29,18296.85,891.69,360,Active
4775,C-0004775,23,1268,8,20220617,71363.45,2542.23,396.46,180,Completed
4776,C-0004776,5,893,4,20241209,140855.09,6736.89,586.9,240,Active
4777,C-0004777,39,813,19,20260619,384108.6,4310.0,2133.94,180,Active
4778,C-0004778,16,770,13,20230806,214258.45,3521.3,,36,Active
4779,C-0004779,22,566,5,20220708,122360.79,5127.07,1019.67,120,Completed
4780,C-0004780,32,1146,1,20250809,167139.93,7582.24,557.13,300,Active
4781,C-0004781,36,199,7,20250921,124241.75,5776.77,414.14,300,Active
4782,C-0004782,4,105,7,20240624,97219.9,3558.26,1620.33,60,Active
4783,C-0004783,50,1155,11,20210813,135898.38,2734.57,,24,Active
4784,C-0004784,22,1332,1,20250101,125128.23,5160.23,347.58,360,Active
4785,C-0004785,36,79,18,20220908,526454.25,6007.03,1462.37,360,Active
4786,C-0004786,20,579,8,20230411,73195.04,3072.81,1219.92,60,Active
4787,C-0004787,40,497,2,20200527,261471.95,15412.26,726.31,360,Active
4788,C-0004788,11,933,5,20221223,75843.14,3069.85,1264.05,60,Active
4789,C-0004789,22,1292,7,20250725,5635.54,265.46,93.93,60,Completed
4790,C-0004790,36,673,4,20220202,360108.82,18332.56,2000.6,180,Active
4791,C-0004791,12,993,18,20220224,455559.9,3644.91,2530.89,180,Active
4792,C-0004792,32,336,17,20220531,215226.99,2002.04,3587.12,60,Active
4793,C-0004793,26,150,1,20220328,160771.53,6881.14,535.91,300,Active
4794,C-0004794,34,166,2,20200821,64485.2,3004.33,358.25,180,Active
4795,C-0004795,1,1474,17,20220713,431788.36,4768.27,2398.82,180,Active
4796,C-0004796,45,548,20,20200812,622321.75,5278.19,2074.41,300,Active
4797,C-0004797,50,7,3,20230613,332252.91,13966.77,5537.55,60,Active
4798,C-0004798,5,679,2,20221229,391463.31,21412.86,2174.8,180,Active
4799,C-0004799,30,1434,7,20240516,36359.07,1612.42,151.5,240,Completed
4800,C-0004800,17,918,13,20210802,141315.34,3270.93,,120,Active
4801,C-0004801,48,758,20,20210331,242145.37,2486.69,2017.88,120,Active
4802,C-0004802,13,843,2,20250905,162680.07,6673.9,677.83,240,Active
4803,C-0004803,14,978,5,20210608,48742.08,2193.8,812.37,60,Completed
4804,C-0004804,5,1163,20,20210721,160583.99,1699.09,535.28,300,Active
4805,C-0004805,14,876,19,20220614,301015.21,2636.52,1672.31,180,Active
4806,C-0004806,49,1221,3,20261029,269959.18,15663.72,1499.77,180,Active
4807,C-0004807,39,1196,14,20220328,138876.99,2352.4,,12,Active
4808,C-0004808,7,1094,10,20230219,60313.76,2154.61,167.54,360,Active
4809,C-0004809,48,95,16,20201125,219597.08,4885.69,,24,Active
4810,C-0004810,49,1062,5,20230905,122515.21,4332.51,1020.96,120,Completed
4811,C-0004811,22,56,4,20240410,271337.58,12951.41,2261.15,120,Active
4812,C-0004812,21,503,5,20250604,76870.59,2777.8,1281.18,60,Active
4813,C-0004813,34,83,14,20250907,232361.54,4514.77,,36,Active
4814,C-0004814,35,1037,13,20240329,12620.45,218.1,,36,Cancelled
4815,C-0004815,36,397,7,20230918,64932.31,2107.9,541.1,120,Completed
4816,C-0004816,3,1156,17,20230323,783270.93,6727.46,6527.26,120,Active
4817,C-0004817,4,1293,19,20241023,479405.22,4400.18,1997.52,240,Active
4818,C-0004818,1,1154,17,20230720,584677.39,5603.95,9744.62,60,Active
4819,C-0004819,48,357,14,20230717,210194.86,4042.07,,120,Active
4820,C-0004820,1,775,14,20250604,137021.85,2821.53,,12,Completed
4821,C-0004821,36,1205,17,20200429,576652.87,5820.92,4805.44,120,Active
4822,C-0004822,27,661,6,20230712,58575.38,2384.53,325.42,180,Active
4823,C-0004823,9,322,18,20240603,643369.58,6890.78,2144.57,300,Active
4824,C-0004824,32,18,20,20210708,526750.83,5175.52,1755.84,300,Active
4825,C-0004825,1,1266,2,20231027,221845.57,10046.96,616.24,360,Completed
4826,C-0004826,40,1175,9,20200423,42324.69,1713.78,176.35,240,Completed
4827,C-0004827,17,853,9,20260421,135120.24,5478.28,1126.0,120,Active
4828,C-0004828,27,123,13,20210412,229648.56,4515.57,,24,Active
4829,C-0004829,30,610,17,20200522,581420.06,5633.63,2422.58,240,Cancelled
4830,C-0004830,21,456,20,20240625,718899.65,7121.52,1996.94,360,Active
4831,C-0004831,38,355,18,20260617,106029.95,1146.27,441.79,240,Active
4832,C-0004832,7,260,11,20221206,177097.6,4025.01,,60,Completed
4833,C-0004833,23,656,17,20230529,469252.04,3797.42,7820.87,60,Cancelled
4834,C-0004834,50,160,4,20211227,109275.25,5975.17,910.63,120,Active
4835,C-0004835,9,554,4,20230512,339477.95,18118.99,1414.49,240,Active
4836,C-0004836,39,326,9,20230223,40706.52,1846.49,169.61,240,Active
4837,C-0004837,30,891,2,20201210,153705.64,8804.32,640.44,240,Active
4838,C-0004838,50,822,1,20211008,370203.27,18069.85,2056.68,180,Active
4839,C-0004839,27,285,4,20201026,146180.16,7159.96,609.08,240,Active
4840,C-0004840,23,1293,16,20201116,128727.5,2385.69,,60,Cancelled
4841,C-0004841,28,931,10,20210322,26704.9,997.31,111.27,240,Active
4842,C-0004842,50,861,20,20230421,138382.49,1363.47,1153.19,120,Active
4843,C-0004843,7,467,14,20230815,167219.39,2807.81,,36,Active
4844,C-0004844,14,485,8,20240424,85779.25,3665.75,285.93,300,Completed
4845,C-0004845,9,318,18,20220705,566486.24,5904.65,2360.36,240,Completed
4846,C-0004846,41,845,14,20260403,162997.49,3572.44,,24,Cancelled
4847,C-0004847,19,1314,2,20231120,106129.06,5097.26,442.2,240,Active
4848,C-0004848,50,626,10,20251029,34111.82,1447.34,568.53,60,Active
4849,C-0004849,1,1327,14,20221017,38123.31,680.67,,36,Active
4850,C-0004850,27,1304,3,20251017,76485.47,3714.07,424.92,180,Active
4851,C-0004851,41,172,14,20200116,20716.32,431.71,,12,Active
4852,C-0004852,22,633,14,20220518,99272.52,2251.13,,120,Active
4853,C-0004853,19,820,8,20201129,10617.87,356.1,35.39,300,Active
4854,C-0004854,1,1325,16,20220316,182340.34,4175.15,,24,Completed
4855,C-0004855,37,938,5,20241022,54281.85,2323.07,180.94,300,Completed
4856,C-0004856,7,844,2,20261211,209648.46,12404.0,1747.07,120,Active
4857,C-0004857,4,1285,13,20230922,143248.48,2413.44,,60,Active
4858,C-0004858,14,1371,3,20260522,348521.61,19613.15,5808.69,60,Active
4859,C-0004859,19,361,5,20210112,56851.95,2683.84,236.88,240,Active
4860,C-0004860,41,1324,14,20220223,227222.63,4103.16,,36,Active
4861,C-0004861,4,656,11,20261023,36756.82,714.86,,36,Active
4862,C-0004862,30,31,16,20210204,168633.98,3053.47,,12,Active
4863,C-0004863,39,1477,19,20230628,714051.62,6261.51,2380.17,300,Active
4864,C-0004864,12,122,18,20211027,445480.63,4127.69,1237.45,360,Active
4865,C-0004865,11,468,12,20200506,220637.74,3819.06,,120,Completed
4866,C-0004866,2,1350,13,20210921,231060.63,4203.05,,24,Cancelled
4867,C-0004867,19,604,5,20240703,92448.84,3690.57,256.8,360,Active
4868,C-0004868,49,634,8,20220601,117477.39,5592.42,391.59,300,Active
4869,C-0004869,50,111,14,20220124,237277.57,5533.65,,36,Completed
4870,C-0004870,19,1271,16,20230515,235886.73,4018.53,,60,Completed
4871,C-0004871,41,21,17,20221115,247762.49,2748.73,4129.37,60,Active
4872,C-0004872,40,598,3,20220114,28277.61,1468.42,117.82,240,Active
4873,C-0004873,27,1303,17,20211026,215530.42,2215.58,3592.17,60,Active
4874,C-0004874,43,963,17,20261015,188653.19,1777.49,1048.07,180,Active
4875,C-0004875,23,1318,6,20220719,46206.94,1916.4,770.12,60,Active
4876,C-0004876,17,469,19,20211108,162015.63,1793.2,540.05,300,Cancelled
4877,C-0004877,15,588,13,20210607,88868.96,1505.07,,24,Active
4878,C-0004878,37,42,2,20221125,292354.26,14427.09,4872.57,60,Active
4879,C-0004879,44,1329,3,20220118,377196.07,16893.41,2095.53,180,Active
4880,C-0004880,22,1269,15,20200221,135889.33,3025.89,,36,Active
4881,C-0004881,7,147,4,20210412,79297.78,3431.28,220.27,360,Active
4882,C-0004882,22,525,5,20211102,18725.86,796.97,312.1,60,Active
4883,C-0004883,45,934,18,20200512,453654.14,4023.75,1890.23,240,Active
4884,C-0004884,2,1308,1,20221025,188700.42,9894.38,524.17,360,Active
4885,C-0004885,50,1346,7,20260211,31897.83,1227.26,177.21,180,Completed
4886,C-0004886,1,1016,7,20240329,23850.28,890.94,198.75,120,Active
4887,C-0004887,32,1238,16,20260623,11943.07,240.14,,24,Active
4888,C-0004888,44,1207,11,20240508,42444.38,1008.66,,24,Completed
4889,C-0004889,21,742,7,20211209,61376.44,2755.1,204.59,300,Active
4890,C-0004890,26,927,19,20261023,481743.15,4286.61,1605.81,300,Completed
4891,C-0004891,43,37,5,20200914,81459.64,3127.75,678.83,120,Completed
4892,C-0004892,22,340,12,20230516,27955.64,582.21,,120,Active
4893,C-0004893,26,1317,18,20220427,681822.09,8165.22,11363.7,60,Active
4894,C-0004894,15,146,7,20250721,15248.17,645.94,50.83,300,Active
4895,C-0004895,5,1263,10,20251028,123505.96,4603.25,514.61,240,Active
4896,C-0004896,8,42,15,20250812,96106.05,2022.42,,24,Completed
4897,C-0004897,44,1154,6,20220630,77313.26,2998.7,214.76,360,Completed
4898,C-0004898,4,11,17,20220616,569227.64,6273.66,2371.78,240,Active
4899,C-0004899,46,864,11,20210510,58371.59,1353.04,,12,Active
4900,C-0004900,27,1225,1,20210616,145744.18,6458.7,607.27,240,Active
4901,C-0004901,50,1020,15,20220104,159156.85,3701.18,,24,Completed
